Año,Código Único,Nivel Global,Nivel Carrera,Nombre Carrera,Área Carrera Genérica,Tipo Carrera,Versión,Área del conocimiento,Acreditación Carrera o Programa,Modalidad,Jornada,Nombre Sede,Nombre Título,Grado Académico,Año Inicio,Vacantes Semestre Uno,Vacantes Semestre Dos,Arancel Anual,Duración Total,Vigencia
2010,I73S2C114J1V3,Pregrado,Profesional Sin Licenciatura,INGENIERIA EJECUCION INDUSTRIAL MENCION GESTION,Ingeniería Industrial,Plan Especial,3,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,INGENIERO DE EJECUCION INDUSTRIAL MENCION GESTION,SIN GRADO,2008,0,0,1768000,8,Vigente sin estudiantes nuevos
2010,I73S2C22J1V1,Pregrado,Profesional Con Licenciatura,INGENIERIA EN ACUICULTURA,Ingeniería en Acuicultura y Pesca,Plan Regular,1,Agropecuaria,,,Diurna,SEDE CAMPUS COLOSO,INGENIERO EN ACUICULTURA,LICENCIADO EN CIENCIAS DE LA ACUICULTURA,1981,20,0,2296000,10,Vigente con estudiantes nuevos
2010,I73S2C23J1V1,Pregrado,Profesional Con Licenciatura,INGENIERIA EN ALIMENTOS,Ingeniería en Alimentos,Plan Regular,1,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,INGENIERO EN ALIMENTOS,LICENCIADO EN CIENCIAS DE LOS ALIMENTOS,1981,20,0,2296000,10,Vigente con estudiantes nuevos
2010,I73S2C152J1V1,Pregrado,Profesional Con Licenciatura,INGENIERIA EN ESTADISTICA,Ingeniería en Matemática y Estadística,Plan Regular,1,Ciencias Básicas,,,Diurna,SEDE CAMPUS COLOSO,INGENIERO EN ESTADISTICA,LICENCIADO EN ESTADISTICA,2010,30,0,2250000,10,Vigente con estudiantes nuevos
2010,I73S2C24J1V1,Pregrado,Profesional Con Licenciatura,KINESIOLOGIA,Kinesiología,Plan Regular,1,Salud,,,Diurna,SEDE CAMPUS COLOSO,KINESIOLOGO (A),LICENCIADO EN KINESIOLOGIA,1981,45,0,2391000,10,Vigente con estudiantes nuevos
2010,I73S2C45J1V1,Pregrado,Profesional Con Licenciatura,LICENCIATURA EN CIENCIAS BIOLOGICAS,Biología,Plan Regular,1,Ciencias Básicas,,,Diurna,SEDE CAMPUS COLOSO,BIOLOGO,LICENCIADO EN CIENCIAS BIOLOGICAS,2006,35,0,2237000,10,Vigente con estudiantes nuevos
2010,I73S2C25J1V1,Pregrado,Profesional Con Licenciatura,LICENCIATURA EN QUIMICA,"Química, Licenciado en Química",Plan Regular,1,Ciencias Básicas,,,Diurna,SEDE CAMPUS COLOSO,QUIMICO,LICENCIADO EN QUIMICA,1995,0,0,2164000,8,Vigente con estudiantes nuevos
2010,I73S2C28J1V1,Pregrado,Profesional Con Licenciatura,MEDICINA,Medicina,Plan Regular,1,Salud,,,Diurna,SEDE CAMPUS COLOSO,MEDICO CIRUJANO,LICENCIADO EN CIENCIAS MEDICAS,1996,50,0,3848000,14,Vigente con estudiantes nuevos
2010,I73S2C151J1V1,Pregrado,Profesional Con Licenciatura,NUTRICION Y DIETETICA,Nutrición y Dietética,Plan Regular,1,Salud,,,Diurna,SEDE CAMPUS COLOSO,NUTRICIONISTA,LICENCIADO EN NUTRICION,2010,40,0,2340000,10,Vigente con estudiantes nuevos
2010,I73S2C29J1V1,Pregrado,Profesional Con Licenciatura,OBSTETRICIA Y PUERICULTURA,Obstetricia y Puericultura,Plan Regular,1,Salud,,,Diurna,SEDE CAMPUS COLOSO,MATRON (A),LICENCIADO EN OBSTETRICIA Y PUERICULTURA,1981,45,0,2384000,10,Vigente con estudiantes nuevos
2010,I73S2C30J1V1,Pregrado,Profesional Con Licenciatura,ODONTOLOGIA,Odontología,Plan Regular,1,Salud,,,Diurna,SEDE CAMPUS COLOSO,CIRUJANO DENTISTA,LICENCIADO EN CIENCIAS ODONTOLOGICAS,1997,65,0,3748000,12,Vigente con estudiantes nuevos
2010,I73S2C31J1V1,Pregrado,Profesional Con Licenciatura,PEDAGOGIA EN BIOLOGIA Y CIENCIAS NATURALES,Pedagogía en Ciencias,Plan Regular,1,Educación,,,Diurna,SEDE CAMPUS COLOSO,PROFESOR DE BIOLOGIA Y CIENCIAS NATURALES,LICENCIADO EN EDUCACION,1993,35,0,1884000,9,Vigente con estudiantes nuevos
2010,I73S2C26J1V1,Pregrado,Profesional Con Licenciatura,PEDAGOGIA EN EDUCACION FISICA DAMAS,Pedagogía en Educación Física,Plan Regular,1,Educación,,,Diurna,SEDE CAMPUS COLOSO,PROFESOR DE EDUCACION FISICA,LICENCIADO EN EDUCACION,2006,30,0,1884000,9,Vigente con estudiantes nuevos
2010,I73S2C27J1V1,Pregrado,Profesional Con Licenciatura,PEDAGOGIA EN EDUCACION FISICA VARONES,Pedagogía en Educación Física,Plan Regular,1,Educación,,,Diurna,SEDE CAMPUS COLOSO,PROFESOR DE EDUCACION FISICA,LICENCIADO EN EDUCACION,2006,30,0,1884000,9,Vigente con estudiantes nuevos
2010,I73S2C36J1V1,Pregrado,Profesional Con Licenciatura,PEDAGOGIA EN EDUCACION GENERAL BASICA,Pedagogía en Educación Básica,Plan Regular,1,Educación,,,Diurna,SEDE CAMPUS COLOSO,PROFESOR DE EDUCACION GENERAL BASICA,LICENCIADO EN CIENCIAS DE LA EDUCACION,2001,40,0,1866000,8,Vigente con estudiantes nuevos
2010,I73S2C61J1V1,Pregrado,Profesional Con Licenciatura,PEDAGOGIA EN FILOSOFIA,Pedagogía en Filosofía y Religión,Plan Regular,1,Educación,,,Diurna,SEDE CAMPUS COLOSO,PROFESOR DE FILOSOFIA,LICENCIADO EN EDUCACION,2007,0,0,0,10,Vigente sin estudiantes nuevos
2010,I73S2C87J1V1,Pregrado,Profesional Con Licenciatura,PEDAGOGIA EN INFORMATICA EDUCATIVA,Pedagogía en Educación Tecnológica,Plan Regular,1,Educación,,,Diurna,SEDE CAMPUS COLOSO,PROFESOR EN INFORMATICA EDUCATIVA,LICENCIADO EN EDUCACION,1993,0,0,0,10,Vigente sin estudiantes nuevos
2010,I73S2C42J1V1,Pregrado,Profesional Con Licenciatura,PEDAGOGIA EN LENGUAJE Y COMUNICACION,"Pedagogía en Lenguaje, Comunicación y/o Castellano",Plan Regular,1,Educación,,,Diurna,SEDE CAMPUS COLOSO,PROFESOR DE LENGUAJE Y COMUNICACION,LICENCIADO EN EDUCACION,2006,40,0,1884000,9,Vigente con estudiantes nuevos
2010,I73S2C41J1V1,Pregrado,Profesional Con Licenciatura,PEDAGOGIA EN MATEMATICA,Pedagogía en Matemáticas y Computación,Plan Regular,1,Educación,,,Diurna,SEDE CAMPUS COLOSO,PROFESOR DE EDUCACION MEDIA EN MATEMATICAS,LICENCIADO EN EDUCACION,2006,30,0,1884000,9,Vigente con estudiantes nuevos
2010,I73S2C33J1V1,Pregrado,"Bachillerato, Ciclo Inicial o Plan Común",PLAN COMUN INGENIERIA,Bachillerato y/o Licenciatura en Tecnología,Plan Regular,1,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,NO ENTREGA GRADO,1988,300,0,2449000,4,Vigente con estudiantes nuevos
2010,I73S1C120J4V1,Pregrado,Profesional Sin Licenciatura,PROFESOR DE QUIMICA,Pedagogía en Ciencias,Plan Especial,1,Educación,,,A Distancia,CASA CENTRAL (ANTOFAGASTA),PROFESOR DE QUIMICA,SIN GRADO,2007,25,0,1425000,5,Vigente con estudiantes nuevos
2010,I73S2C47J1V1,Pregrado,Profesional Con Licenciatura,QUIMICO AMBIENTAL,Química Ambiental,Plan Regular,1,Ciencias Básicas,,,Diurna,SEDE CAMPUS COLOSO,QUIMICO AMBIENTAL,LICENCIADO EN TECNOLOGIA QUIMICA AMBIENTAL,2008,20,0,2532000,8,Vigente con estudiantes nuevos
2010,I73S2C34J1V1,Pregrado,Profesional Con Licenciatura,SERVICIO SOCIAL,Trabajo Social,Plan Regular,1,Ciencias Sociales,,,Diurna,SEDE CAMPUS COLOSO,ASISTENTE SOCIAL,LICENCIADO EN TRABAJO SOCIAL,1981,40,0,1823000,10,Vigente con estudiantes nuevos
2010,I73S2C64J1V1,Pregrado,Técnico de Nivel Superior,TECNICO EN ASISTENTE DENTAL,Técnico Dental y Asistente de Odontología,Plan Regular,1,Salud,,,Diurna,SEDE CAMPUS COLOSO,TECNICO NIVEL SUPERIOR ASISTENTE DENTAL,SIN GRADO,2006,0,0,0,4,Vigente sin estudiantes nuevos
2010,I73S2C65J1V1,Pregrado,Técnico de Nivel Superior,TECNICO EN EXPLOTACION MINERA,Técnico en Minería,Plan Regular,1,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,TECNICO NIVEL SUPERIOR EXPLOTACION MINAS,SIN GRADO,2006,30,0,1166000,4,Vigente con estudiantes nuevos
2010,I73S2C66J1V1,Pregrado,Técnico de Nivel Superior,TECNICO EN MANTENIMIENTO INDUSTRIAL,Técnico en Mantenimiento Industrial,Plan Regular,1,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,TECNICO NIVEL SUPERIOR EN MANTENIMIENTO INDUSTRIAL,SIN GRADO,2007,30,0,1144000,4,Vigente con estudiantes nuevos
2010,I73S2C63J1V1,Pregrado,Técnico de Nivel Superior,TECNICO EN METALURGIA,Técnico en Metalurgia,Plan Regular,1,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,TECNICO NIVEL SUPERIOR EN METALURGIA,SIN GRADO,2006,30,0,1166000,4,Vigente con estudiantes nuevos
2010,I73S2C35J1V1,Pregrado,Profesional Con Licenciatura,TECNOLOGIA MEDICA,Tecnología Médica,Plan Regular,1,Salud,,,Diurna,SEDE CAMPUS COLOSO,"TECNOLOGO MEDICO CON MENCION EN LABORATORIO CLINICO, HEMATOLOGIA Y BANCO DE SANGRE",LICENCIADO EN TECNOLOGIA MEDICA,1981,45,0,2508000,10,Vigente con estudiantes nuevos
2011,I73S2C107J1V1,Posgrado,Doctorado,DOCTORADO EN CIENCIAS APLICADAS MENCION SISTEMAS MARINOS COSTEROS,Doctorado en Ciencias Básicas,Plan Regular,1,Ciencias Básicas,Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,"DOCTOR EN CIENCIAS APLICADAS, MENCION SISTEMAS MARINOS COSTEROS",2006,10,0,2000000,8,Vigente con estudiantes nuevos
2011,I73S2C108J1V1,Posgrado,Doctorado,DOCTORADO EN CIENCIAS BIOLOGICAS CON MENCIONES,Doctorado en Ciencias Básicas,Plan Regular,1,Ciencias Básicas,Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,DOCTOR EN CIENCIAS BIOLOGICAS CON MENCIONES,2006,10,0,1400000,8,Vigente con estudiantes nuevos
2011,I73S2C106J1V1,Posgrado,Doctorado,DOCTORADO EN CIENCIAS DE LA INGENIERIA M/ PROCESAMIENTO DE MINERALES,Doctorado en Tecnología,Plan Regular,1,Tecnología,Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,DOCTOR EN INGENIERIA DE PROCESOS DE MINERALES,2006,10,10,2500000,6,Vigente con estudiantes nuevos
2011,I73S2C109J1V1,Posgrado,Doctorado,DOCTORADO EN QUIMICA,Doctorado en Ciencias Básicas,Plan Regular,1,Ciencias Básicas,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,DOCTOR EN QUIMICA,2006,10,0,2500000,6,Vigente con estudiantes nuevos
2011,I73S2C103J1V1,Posgrado,Magister,MAGISTER EN BIOLOGIA,Magister en Ciencias Básicas,Plan Regular,1,Ciencias Básicas,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,MAGISTER EN BIOLOGIA,2009,20,0,1500000,4,Vigente con estudiantes nuevos
2011,I73S2C113J1V1,Posgrado,Magister,"MAGISTER EN CIENCIAS BIOMEDICAS M/ BIOLOGIA DE LA REPRODUCCION, MICROBIOLOGIA APLICADA O FISIOLOGIA APLICADA",Magister en Salud,Plan Regular,1,Salud,Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,"MAGISTER EN CIENCIAS BIOMEDICAS MENCION BIOLOGIA DE LA REPRODUCCION, MICROBIOLOGIA APLICADA O FISIOLOGIA APLICADA",2001,20,0,1100000,4,Vigente con estudiantes nuevos
2011,I73S2C104J1V1,Posgrado,Magister,"MAGISTER EN CIENCIAS CON MENCION ESTADISTICA INDUSTRIAL, MENCION MATEMATICA APLICADA",Magister en Ciencias Básicas,Plan Regular,1,Ciencias Básicas,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,MAGISTER EN CIENCIAS CON MENCION EN ESTADISTICA INDUSTRIAL O MATEMATICAS APLICADAS,2004,20,0,1550000,4,Vigente con estudiantes nuevos
2011,I73S2C101J1V1,Posgrado,Magister,MAGISTER EN CIENCIAS DE LA INGENIERIA M/ INGENIERIA DE PROCESOS DE MINERALES,Magister en Tecnología,Plan Regular,1,Tecnología,Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,"MAGISTER EN CIENCIAS DE LA INGENIERIA, MENCION INGENIERIA DE PROCESOS DE MINERALES",1998,20,0,1500000,3,Vigente con estudiantes nuevos
2011,I73S2C100J1V1,Posgrado,Magister,MAGISTER EN CIENCIAS ODONTOLOGICAS CON MENCIONES DE ESPECIALIZACION CLINICA,Magister en Salud,Plan Regular,1,Salud,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,"MAGISTER EN CIENCIAS ODONTOLOGICAS CON MENCION EN CIRUGIA Y TRAUMATOLOGIA MAXILOFACIAL, PERIODONCIA O REHABILITACION ORAL",2007,5,0,4000000,6,Vigente con estudiantes nuevos
2011,I73S2C102J1V1,Posgrado,Magister,"MAGISTER EN CIENCIAS SOCIALES CON MENCION SUJETOS Y PROCESOS SOCIALES, MENCION EN GESTION DIRECTIVA, MENCION COMUNICACION ESTRATEGICA",Magister en Ciencias Sociales,Plan Regular,1,Ciencias Sociales,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,"MAGISTER EN CIENCIAS SOCIALES CON MENCION SUJETOS Y PROCESOS SOCIALES, MENCION EN GESTION DIRECTIVA, MENCION COMUNICACION ESTRATEGICA",2007,20,20,1465000,3,Vigente con estudiantes nuevos
2011,I73S2C148J1V1,Posgrado,Magister,MAGISTER EN DERECHO,Magister en Derecho,Plan Regular,1,Derecho,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,MAGISTER EN DERECHO,2000,20,0,1800000,4,Vigente con estudiantes nuevos
2011,I73S2C149J1V1,Posgrado,Magister,MAGISTER EN DESARROLLO ENERGETICO,Magister en Tecnología,Plan Regular,1,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,MAGISTER EN DESARROLLO ENERGETICO,2000,20,0,2625000,4,Vigente con estudiantes nuevos
2011,I73S2C178J1V1,Posgrado,Magister,MAGISTER EN ECOLOGIA DE SISTEMAS ACUATICOS,Magister en Ciencias Básicas,Plan Regular,1,Ciencias Básicas,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,MAGISTER EN ECOLOGIA DE SISTEMAS ACUATICOS,2010,20,0,1000000,4,Vigente con estudiantes nuevos
2011,I73S2C150J1V1,Posgrado,Magister,MAGISTER EN INGENIERIA Y TECNOLOGIA DE LOS MATERIALES,Magister en Tecnología,Plan Regular,1,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,MAGISTER EN INGENIERIA Y TECNOLOGIA DE LOS MATERIALES,2010,20,10,4326694,4,Vigente con estudiantes nuevos
2011,I73S2C105J1V1,Posgrado,Magister,MAGISTER EN MEDIO AMBIENTE Y DESARROLLO SUSTENTABLE,Magister en Tecnología,Plan Regular,1,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,MAGISTER EN MEDIO AMBIENTE Y DESARROLLO SUSTENTABLE,2007,20,0,1579244,4,Vigente con estudiantes nuevos
2011,I73S2C110J1V1,Posgrado,Magister,"MAGISTER EN SALUD PUBLICA CON MENCION SALUD OCUPACIONAL, MENCION SALUD FAMILIAR, MENCION EPIDEMIOLOGIA",Magister en Salud,Plan Regular,1,Salud,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,"MAGISTER EN SALUD PUBLICA CON MENCION SALUD OCUPACIONAL, MENCION SALUD FAMILIAR, MENCION EPIDEMIOLOGIA",2006,20,0,2390512,4,Vigente con estudiantes nuevos
2011,I73S2C145J1V1,Postítulo,Especialidad Médica U Odontológica,PROGRAMA DE ESPECIALIZACION EN ODONTOPEDIATRIA,Postítulo en Salud,Plan Regular,1,Salud,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,ESPECIALISTA EN ODONTOPEDIATRIA,2008,5,0,3900000,4,Vigente con estudiantes nuevos
2011,I73S2C146J1V1,Postítulo,Especialidad Médica U Odontológica,"PROGRAMA DE ESPECIALIZACION EN PERIODONCIA, MENCION IMPLANTOLOGIA",Postítulo en Salud,Plan Regular,1,Salud,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,ESPECIALISTA EN PERIODONCIA,2008,5,0,3900000,4,Vigente con estudiantes nuevos
2011,I73S2C111J1V1,Postítulo,Especialidad Médica U Odontológica,PROGRAMA DE FORMACION DE ESPECIALISTAS EN PEDIATRIA,Postítulo en Salud,Plan Regular,1,Salud,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,ESPECIALISTA EN PEDIATRIA,2007,5,0,3200000,6,Vigente con estudiantes nuevos
2011,I73S2C1J1V1,Pregrado,Profesional Con Licenciatura,ADMINISTRACION DE EMPRESAS MENCION RRHH,Administración de Empresas e Ing. Asociadas,Plan Regular,1,Administración y Comercio,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,ADMINISTRADOR DE EMPRESAS MENCION EN RECURSOS HUMANOS,LICENCIADO EN CIENCIAS DE LA ADMINISTRACION,1994,25,0,2289000,10,Vigente con estudiantes nuevos
2011,I73S2C2J1V1,Pregrado,Profesional Con Licenciatura,ADMINISTRACION PUBLICA,Administración Pública,Plan Regular,1,Ciencias Sociales,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,ADMINISTRADOR PUBLICO,LICENCIADO EN CIENCIAS DE LA ADMINISTRACION,1994,25,0,2366000,10,Vigente con estudiantes nuevos
2011,I73S2C3J1V1,Pregrado,Técnico de Nivel Superior,ANALISIS QUIMICO,Técnico en Química (Análisis e Industrial),Plan Regular,1,Ciencias Básicas,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,ANALISTA QUIMICO,BACHILLER EN QUIMICA,1981,0,0,2205000,6,Vigente sin estudiantes nuevos
2011,I73S2C48J1V1,Pregrado,"Bachillerato, Ciclo Inicial o Plan Común",BACHILLERATO EN CIENCIAS,Bachillerato y/o Licenciatura en Ciencias Básicas,Plan Regular,1,Ciencias Básicas,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,BACHILLER EN CIENCIAS,2004,40,0,1777000,4,Vigente con estudiantes nuevos
2011,I73S2C181J1V1,Pregrado,"Bachillerato, Ciclo Inicial o Plan Común",BACHILLERATO EN CIENCIAS DE LA SALUD,Bachillerato y/o Licenciatura en Salud,Plan Regular,1,Salud,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,BACHILLER EN CIENCIAS DE LA SALUD,2011,55,0,2650000,4,Vigente con estudiantes nuevos
2011,I73S2C40J1V1,Pregrado,Profesional Con Licenciatura,BIOQUIMICA,Bioquímica,Plan Regular,1,Ciencias Básicas,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,BIOQUIMICO,LICENCIADO EN BIOQUIMICA,2006,20,0,2794000,10,Vigente con estudiantes nuevos
2011,I73S2C10J1V1,Pregrado,Profesional Con Licenciatura,BIOTECNOLOGIA,Biotecnología,Plan Regular,1,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,BIOTECNOLOGO,LICENCIADO EN BIOTECNOLOGIA,2007,35,0,2757000,10,Vigente con estudiantes nuevos
2011,I73S2C4J1V1,Pregrado,"Bachillerato, Ciclo Inicial o Plan Común",CICLO BASICO EN QUIMICA,"Química, Licenciado en Química",Plan Regular,1,Ciencias Básicas,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,BACHILLER EN QUIMICA,1993,0,0,2205000,4,Vigente sin estudiantes nuevos
2011,I73S2C5J1V1,Pregrado,Profesional Con Licenciatura,DERECHO,Derecho,Plan Regular,1,Derecho,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,ABOGADO (OTORGADO POR LA CORTE SUPREMA),LICENCIADO EN CIENCIAS JURIDICAS,1993,80,0,2801000,12,Vigente con estudiantes nuevos
2011,I73S2C6J1V1,Pregrado,Profesional Sin Licenciatura,DISEÑO GRAFICO PUBLICITARIO,Diseño Gráfico,Plan Regular,1,Arte y Arquitectura,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,DISEÑADOR GRAFICO PUBLICITARIO,SIN GRADO,1981,30,0,2452000,10,Vigente con estudiantes nuevos
2011,I73S2C7J1V1,Pregrado,Profesional Con Licenciatura,ECOLOGIA MARINA MENCION EN MANEJO DE RECURSOS O IMPACTO AMBIENTAL,Biología Marina y Ecología Marina,Plan Regular,1,Ciencias Básicas,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,ECOLOGO MARINO MENCION MANEJO DE RECURSOS O IMPACTO AMBIENTAL,LICENCIADO EN CIENCIAS ECOLOGICAS,2002,15,0,2302000,10,Vigente con estudiantes nuevos
2011,I73S2C8J1V1,Pregrado,Profesional Con Licenciatura,EDUCACION PARVULARIA,Pedagogía en Educación de Párvulos,Plan Regular,1,Educación,Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,EDUCADOR(A) DE PARVULOS,LICENCIADO EN EDUCACION,1981,30,0,1896000,9,Vigente con estudiantes nuevos
2011,I73S2C9J1V1,Pregrado,Profesional Con Licenciatura,ENFERMERIA,Enfermería,Plan Regular,1,Salud,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,ENFERMERO(A),LICENCIADO EN ENFERMERIA,1981,50,0,2629000,10,Vigente con estudiantes nuevos
2011,I73S2C38J1V1,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL EN GEOMATICA,Ingeniería Civil en Geomática y Geomensura,Plan Regular,1,Ciencias Básicas,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL GEOMATICO,LICENCIADO EN CIENCIAS DE LA INGENIERIA CON MENCION EN GEOMATICA,2006,20,0,2620000,12,Vigente con estudiantes nuevos
2011,I73S2C180J1V1,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL EN PROCESOS DE MINERALES,Ingeniería Civil en Minas,Plan Regular,1,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL EN PROCESOS DE MINERALES,LICENCIADO EN CIENCIAS DE LA INGENIERIA,2011,30,0,2757000,12,Vigente con estudiantes nuevos
2011,I73S2C39J1V1,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL,Ingeniería Civil Industrial,Plan Regular,1,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL,LICENCIADO EN CIENCIAS DE LA INGENIERIA,2005,0,0,2620000,12,Vigente con estudiantes nuevos
2011,I73S2C39J1V5,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL,Ingeniería Civil Industrial,Plan Especial,5,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL,LICENCIADO EN CIENCIAS DE LA INGENIERIA,2008,0,0,0,6,Vigente sin estudiantes nuevos
2011,I73S2C39J1V6,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL,Ingeniería Civil Industrial,Plan Especial,6,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL,LICENCIADO EN CIENCIAS DE LA INGENIERIA,2009,0,0,1982000,6,Vigente sin estudiantes nuevos
2011,I73S2C39J1V7,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL,Ingeniería Civil Industrial,Plan Especial,7,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL,LICENCIADO EN CIENCIAS DE LA INGENIERIA,2011,0,0,2300000,6,Vigente con estudiantes nuevos
2011,I73S2C11J1V1,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL EN ELECTRICIDAD,Ingeniería Civil Industrial,Plan Regular,1,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL EN ELECTRICIDAD,LICENCIADO EN CIENCIAS DE LA INGENIERIA CON MENCION EN ELECTRICIDAD,1981,0,0,2620000,12,Vigente con estudiantes nuevos
2011,I73S2C14J1V1,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL EN ELECTRONICA,Ingeniería Civil Industrial,Plan Regular,1,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL EN ELECTRONICA,LICENCIADO EN CIENCIAS DE LA INGENIERIA CON MENCION EN ELECTRONICA,1981,0,0,2620000,12,Vigente con estudiantes nuevos
2011,I73S2C15J1V1,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL EN MINAS,Ingeniería Civil Industrial,Plan Regular,1,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL EN MINAS,LICENCIADO EN CIENCIAS DE LA INGENIERIA CON MENCION EN MINAS,1982,0,0,2620000,12,Vigente con estudiantes nuevos
2011,I73S2C15J1V3,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL EN MINAS,Ingeniería Civil Industrial,Plan Especial,3,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL EN MINAS,LICENCIADO EN CIENCIAS DE LA INGENIERIA CON MENCION EN MINAS,0,0,0,0,8,Vigente sin estudiantes nuevos
2011,I73S2C15J1V4,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL EN MINAS,Ingeniería Civil Industrial,Plan Especial,4,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL EN MINAS,LICENCIADO EN CIENCIAS DE LA INGENIERIA CON MENCION EN MINAS,0,0,0,0,8,Vigente sin estudiantes nuevos
2011,I73S2C15J1V5,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL EN MINAS,Ingeniería Civil Industrial,Plan Especial,5,Tecnología,No Acreditada,Presencial,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL EN MINAS,LICENCIADO EN CIENCIAS DE LA INGENIERIA CON MENCION EN MINAS,2008,0,0,1906000,8,Vigente sin estudiantes nuevos
